ผลคะแนนการเลือกตั้งสมาชิกสภาวุฒิสภา,Unnamed: 1,Unnamed: 2,Unnamed: 3
มุกดาหาร,นายสว่าง สลางสิงห์,7,"7,621"
มุกดาหาร,นายสุพล จันทร์เภา,11,926
มุกดาหาร,พ.ต.ท.จิตต์ มุกดาธนพงศ์,9,"44,812"
มุกดาหาร,ว่าที่ ร.ต.เนติวุฒิ อัมไพพันธ์,2,"13,030"
แม่ฮ่องสอน,นายบุญส่ง โควาวิสารัช,4,"40,422"
แม่ฮ่องสอน,นายอนันต์ วันไชยธนวงศ์,2,"37,661"
ยโสธร,นางชูศรี ธนาคุณ,6,"7,376"
ยโสธร,นายกิจพัสส์ กิจพัฒนเจริญ,8,"19,655"
ยโสธร,นายกิตติขจร ชาลีพุทธาพงศ์,3,"11,749"
ยโสธร,นายช้องธรรม ชายทวีป,4,"24,564"
ยโสธร,นายยุทธนา ยุพฤทธิ์,1,"89,212"
ยโสธร,นายสมาน ภักดียุทธ,2,"16,989"
ยโสธร,พ.ต.อ.วินิจ บุญสูง,5,"35,848"
ยะลา,นางเบกำยาน ปาทาน,3,"13,684"
ยะลา,นายต่วนอับดุลเล๊าะ ดาโอ๊ะมารียอ,1,"58,893"
ยะลา,นายระเด่น สะมะแอ,2,"57,397"
ร้อยเอ็ด,นางบุญเพ็ง โวท,4,"74,588"
ร้อยเอ็ด,นายจตุรงค์ ธีระกนก,3,"229,422"
ร้อยเอ็ด,นายฉัตรมงคล ชาติพงศธร,1,"48,329"
ร้อยเอ็ด,นายถวิล พิมพ์มหินทร์,2,"33,708"
ร้อยเอ็ด,นายธงชัย รัตนศิลป์,6,"13,633"
ร้อยเอ็ด,นายเสถียร ศรีพนมเขต,7,"13,531"
ร้อยเอ็ด,พ.ต.ท.ณรงค์ โพธิจักร,5,"54,118"
ระนอง,นางสาวเนาวรัตน์ ฐอสุวรรณ,3,"2,004"
ระนอง,นายกัณตภณ ผกากาญจน์,6,"9,206"
ระนอง,นายถนัด ศรีชู,1,"5,537"
ระนอง,นายพรพจน์ กังวาล,7,"19,851"
ระนอง,นายวิชัย คำพิทักษ์,2,"3,091"
ระนอง,นายสัมพันธ์ ทองขาว,5,"6,000"
ระนอง,นายสุวัฒน์ อ๋องสมหวัง,4,"8,996"
ระนอง,นายเสรี เจริญผล,8,"9,744"
ระยอง,ดร.โกศล อินทวงศ์,4,"6,617"
ระยอง,นางกิมห่อ ลี้เซ่งเฮง,3,"54,403"
ระยอง,นายบุญชู ใจสุข,2,"54,827"
ระยอง,นายสาย กังกเวคิน,1,"81,978"
ราชบุรี,นางนิษา โพธิเวชสกุล,2,"66,128"
ราชบุรี,นายเกชา ศักดิ์สมบูรณ์,1,"167,092"
ราชบุรี,นายทศพล แก้วทิมา,4,"37,442"
ราชบุรี,นายพีระ บุญจริง,3,"22,536"
ลพบุรี,นายวรวิทย์ วงษ์สุวรรณ์,1,"170,269"
ลพบุรี,พลโททวนทอง อินทรทัต,2,"93,838"
ลำปาง,นายชวน ชูจันทร์,2,"17,119"
ลำปาง,นายพีระ มานะทัศน์,1,"213,731"
ลำปาง,นายวัฒนา วานิชสุขสมบัติ,4,"24,597"
ลำปาง,นายสุรจิต ปัญญาศิริกุล,3,"29,025"
ลำปาง,นายอรรณพ วงศ์วิชัย,5,"65,981"
ลำพูน,นางกฤษฎาภรณ์ รุจิธำรงกุล (รื่นนารีนารถ),9,"6,152"
ลำพูน,นายธงชัย ช่อประดิษฐ,1,"9,046"
ลำพูน,นายประพันธ์ ศรีสุตา,8,"5,513"
ลำพูน,นายประสิทธิ์ จันทกลาง,3,"51,314"
ลำพูน,นายวิภู ปิ่นทอง,6,"2,688"
ลำพูน,นายวีนัส ม่านมุงศิลป์,2,"24,100"
ลำพูน,นายศุภวิทย์ คำธิตา,10,"9,993"
ลำพูน,นายสมศักดิ์ บุญเปลื้อง,5,"85,889"
ลำพูน,นายสิริชัย ถือสมบัติ,4,"12,545"
ลำพูน,นายอุดมการณ์ ตระกูลฉาง,7,"7,811"
เลย,นางสาวกนิศวรรณ ขลิบเงิน,4,"7,679"
เลย,นางสุกัลยา เร่งสมบูรณ์สุข,2,"85,627"
เลย,นายเจน ไชยสงเมือง,5,"15,946"
เลย,นายนิพนธ์ โกษาจันทร์,1,"12,024"
เลย,นายวัชระ ผ่านพรม,8,"6,412"
เลย,นายวิเศษ เหตุเกษ,6,"10,969"
เลย,นายสะอาด พรหมภักดี,7,"7,449"
เลย,พล.ต.ต.องอาจ สุวรรณสิงห์,3,"111,954"
ศรีสะเกษ,นายจิตติพจน์ วิริยะโรจน์,1,"281,536"
ศรีสะเกษ,นายเนตินันท์ วรรณศรี,3,"24,418"
ศรีสะเกษ,นายมาโนช มหาสุวีระชัย,5,"98,989"
ศรีสะเกษ,นายเวียงชัย ศรีวิพัฒน์,2,"81,299"
สกลนคร,นายชำนาญ ศรีสมยา,15,"8,276"
สกลนคร,นายทวีพงษ์ นวานุช,1,"10,108"
สกลนคร,นายประดิษฐ์ ตันวัฒนะพงษ์,14,"119,721"
สกลนคร,นายประเสริฐ พรหมดีราช,13,"8,791"
สกลนคร,นายเลื่อน รัตนมงคล,4,"13,429"
สกลนคร,นายวรสิทธิ์ สุวรรณคุณ,7,"5,882"
สกลนคร,นายวิศิษฏ์ วรราช,5,"6,039"
สกลนคร,นายวีระ ชูสถาน,2,"115,496"
สกลนคร,นายศักดิ์สิทธิ์ ประเสริฐพงษ์,10,"16,607"
สกลนคร,นายสมจิต ดวงกุลสา,6,"2,595"
สกลนคร,นายสมบูรณ์ ลาดศิลา,9,"6,553"
สกลนคร,นายสรศักดิ์ เจริญไชย,12,"61,592"
สกลนคร,นายสุวิทย์ พิมพ์มีลาย,11,"8,568"
สกลนคร,นายอุทัย สัตยารักษ์,8,"11,293"
สกลนคร,ร.อ.อนันต์ จอกกระโทก,3,"5,453"
สงขลา,นายก่อซี อุเซ่ง,5,"102,232"
สงขลา,นายเกียรติ เจริญวิริภาพ,8,"45,922"
สงขลา,นายประสาน สุขใส,7,"35,363"
สงขลา,นายประเสริฐ ชิตพงศ์,1,"234,171"
สงขลา,นายมีบุญเสริม อึ้งภูรีเสถียร,3,"13,081"
สงขลา,นายสนาน ลิมป์เศวตกุล,6,"8,885"
สงขลา,นายสุภัทร วัฒนธรรม,4,"44,552"
สตูล,นายสันติศักดิ์ ศิริศักดิ์,2,"31,720"
สตูล,นายสุริยา ปันจอร์,1,"84,683"
สมุทรปราการ,นางธัญญภัค โฉมชา,14,"3,945"
สมุทรปราการ,นางพักตร์พริ้ง ลิมปิชาติ,2,"46,533"
สมุทรปราการ,นางรัตนา ไหมทองคำ,8,"18,717"
สมุทรปราการ,นายนิกูล เพชรบดี,6,"37,000"
สมุทรปราการ,นายประวิทย์ ว่องอรุณ,7,"8,617"
สมุทรปราการ,นายประสิทธิ์ เจต์นทรงธรรม,15,"14,038"
สมุทรปราการ,นายรังสรรค์ จรดล,13,"3,686"
สมุทรปราการ,นายสมศักดิ์ วิชุพงษ์,11,"5,846"
สมุทรปราการ,นายสันติชัย จิตรัตน์,1,"35,167"
สมุทรปราการ,นายสุโข วุฑฒิโชติ,9,"79,260"
สมุทรปราการ,นายอุทัย เสน่หา,5,"10,164"
สมุทรสงคราม,นางสุกานดา ปานะสุทธะ,1,"11,758"
สมุทรสงคราม,นายดิเรกฤทธิ์ เล็กสกุล,3,"3,359"
สมุทรสงคราม,นายวีระพงษ์ สาริขา,4,"6,191"
สมุทรสงคราม,นายสุรจิต ชิรเวทย์,2,"57,399"
สมุทรสาคร,นายประดิษฐ สุโชคชัยกุล,3,"44,550"
สมุทรสาคร,นายสุวิศว์ เมฆเสรีกุล,1,"68,325"
สมุทรสาคร,พ.ต.อ.ธนาชัย ไหลงาม,2,"11,752"
