ผู้สมัครรับเลือกตั้งสมาชิกวุฒิสภา,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6
ฉะเชิงเทรา,นายนิคม ไวยรัชพานิช,2,ชาย,61 - 70 ปี,ปริญญาโท,ข้าราชการบำนาญ
ฉะเชิงเทรา,นายอนุรักษ์ ศิริรักษ์,1,ชาย,40 - 50 ปี,ปริญญาตรี,นักกฎหมาย
ฉะเชิงเทรา,พล.ต.อ.สมชาย วาณิชเสนี,3,ชาย,61 - 70 ปี,ปริญญาโท,ข้าราชการบำนาญ
ชลบุรี,นายกรกิจ วุฒิสมบูรณ์,5,ชาย,มากกว่า 70 ปี,ปริญญาตรี,ข้าราชการบำนาญ
ชลบุรี,นายจักรพันธ์ นาคลดา,7,ชาย,40 - 50 ปี,ปริญญาโท,นักวิชาการ / ครู / อาจารย์
ชลบุรี,นายฉัตรชัย แนวพญา,2,ชาย,51 - 60 ปี,ปริญญาตรี,ธุรกิจส่วนตัว / ค้าขาย
ชลบุรี,นายสมบัติ อุยตระกูล,6,ชาย,61 - 70 ปี,ปริญญาโท,ข้าราชการบำนาญ
ชลบุรี,นายสุรชัย ชัยตระกูลทอง,1,ชาย,40 - 50 ปี,ปริญญาโท,ธุรกิจส่วนตัว / ค้าขาย
ชลบุรี,พล.ร.ต.หญิงดารา บุรสิกพงศ์,3,หญิง,51 - 60 ปี,ปริญญาตรี,แพทย์
ชลบุรี,พล.ร.อ.สมภพ ภูริเดช,4,ชาย,61 - 70 ปี,ปริญญาตรี,ข้าราชการบำนาญ
ชัยนาท,นางจิตร์ธนา ยิ่งทวีลาภา,7,หญิง,40 - 50 ปี,ปริญญาตรี,ธุรกิจส่วนตัว / ค้าขาย
ชัยนาท,นางอารี คำสวัสดิ์,4,หญิง,40 - 50 ปี,ปริญญาตรี,ธุรกิจส่วนตัว / ค้าขาย
ชัยนาท,นายชูชาติ กันภัย,3,ชาย,40 - 50 ปี,ปริญญาตรี,นักกฎหมาย
ชัยนาท,นายประศาสน์ ชุ่มนาเสียว,5,ชาย,61 - 70 ปี,ปริญญาโท,ข้าราชการบำนาญ
ชัยนาท,นายพงษ์เทพ เลิศสุวรรณสิทธิ์,6,ชาย,51 - 60 ปี,ปริญญาตรี,แพทย์
ชัยนาท,นายวัลลภ ปัญโยยิ่ง,2,ชาย,51 - 60 ปี,ปริญญาตรี,นักกฎหมาย
ชัยนาท,นายองอาจ หลำอุบล,1,ชาย,61 - 70 ปี,ปริญญาตรี,ธุรกิจส่วนตัว / ค้าขาย
ชัยภูมิ,นางพรทิพย์ จันทร์รัตนปรีดา,1,หญิง,40 - 50 ปี,ปริญญาโท,ธุรกิจส่วนตัว / ค้าขาย
ชัยภูมิ,นายนพดล ฉัตรชัยพลรัตน์,2,ชาย,51 - 60 ปี,ปริญญาโท,นักการเมือง
ชัยภูมิ,นายศุภชัย เจริญจิต,4,ชาย,51 - 60 ปี,ปริญญาตรี,ข้าราชการประจำ
ชัยภูมิ,นายอภิรักษ์ ชัยวิรัตนะ,3,ชาย,40 - 50 ปี,ปริญญาตรี,แพทย์
ชุมพร,นายอดิศักดิ์ พุ่มพัว,3,ชาย,40 - 50 ปี,ปริญญาตรี,อาชีพอื่นๆ
ชุมพร,พ.ต.อ.ฉัตรภากร จันทรมงคล,1,ชาย,61 - 70 ปี,ปริญญาตรี,ข้าราชการบำนาญ
ชุมพร,พล.ต.กลชัย สุวรรณบูรณ์,2,ชาย,51 - 60 ปี,ปริญญาตรี,ไม่ระบุ
เชียงราย,นางจิราวรรณ จงสุทธนามณี วัฒนศิริธร,5,หญิง,40 - 50 ปี,ปริญญาโท,อาชีพอื่นๆ
เชียงราย,นายชนะ ปานปุย,9,ชาย,61 - 70 ปี,ปริญญาตรี,นักกฎหมาย
เชียงราย,นายณรงค์ฤทธิ์ อุ่นบ้าน,8,ชาย,40 - 50 ปี,ปริญญาตรี,อาชีพอิสระ / รับจ้าง
เชียงราย,นายเดชาวัต บุญมีมา,2,ชาย,51 - 60 ปี,ปริญญาตรี,นักการเมือง
เชียงราย,นายปรีชา พัวนุกุลนนท์,7,ชาย,51 - 60 ปี,ปริญญาโท,ข้าราชการประจำ
เชียงราย,นายวิชัย เชษฐบดี,3,ชาย,51 - 60 ปี,ปริญญาตรี,อาชีพอื่นๆ
เชียงราย,นายศิริราช พัวพันวัฒนะ,6,ชาย,51 - 60 ปี,ปริญญาตรี,ข้าราชการประจำ
เชียงราย,นายอาสา เม่นแย้ม,1,ชาย,40 - 50 ปี,ปริญญาตรี,นักกฎหมาย
เชียงราย,นาวาอากาศโทสุนทร บุปผาพิบูลย์,4,ชาย,มากกว่า 70 ปี,ปริญญาตรี,ข้าราชการบำนาญ
เชียงใหม่,นางสาวนิภาพรรณ สายทอง,4,หญิง,40 - 50 ปี,ปริญญาตรี,ธุรกิจส่วนตัว / ค้าขาย
เชียงใหม่,นายเกรียงเดช เจริญทรัพย์,10,ชาย,61 - 70 ปี,ปริญญาตรี,อาชีพอิสระ / รับจ้าง
เชียงใหม่,นายชูชัย เลิศพงศ์อดิศร,1,ชาย,40 - 50 ปี,ปริญญาตรี,นักกฎหมาย
เชียงใหม่,นายธนณัฏฐ์ มีนะนันทน์,8,ชาย,40 - 50 ปี,ปริญญาตรี,ธุรกิจส่วนตัว / ค้าขาย
เชียงใหม่,นายบุญญฤทธิ์ ตุลาพันธ์พงศ์,6,ชาย,51 - 60 ปี,ปริญญาตรี,ธุรกิจส่วนตัว / ค้าขาย
เชียงใหม่,นายปราโมทย์ สมัครการ,3,ชาย,40 - 50 ปี,ปริญญาตรี,ธุรกิจส่วนตัว / ค้าขาย
เชียงใหม่,นายปิ่นนคร ศรีจันทร์,2,ชาย,40 - 50 ปี,ปริญญาโท,นักกฎหมาย
เชียงใหม่,นายพิเชฐ พิศุทธกุล,15,ชาย,51 - 60 ปี,ปริญญาตรี,ธุรกิจส่วนตัว / ค้าขาย
เชียงใหม่,นายภุชงค์ บุนนาค,5,ชาย,51 - 60 ปี,ปริญญาตรี,นักกฎหมาย
เชียงใหม่,นายวีระยุทธ สุขวัฑฒโก,16,ชาย,51 - 60 ปี,ปริญญาตรี,ธุรกิจส่วนตัว / ค้าขาย
เชียงใหม่,นายสมทัย ศรีสุพรรณดิฐ,18,ชาย,61 - 70 ปี,ปริญญาตรี,ข้าราชการบำนาญ
เชียงใหม่,นายสราวุฒิ แซ่เตี๋ยว,11,ชาย,40 - 50 ปี,ปริญญาโท,ธุรกิจส่วนตัว / ค้าขาย
เชียงใหม่,นายสวัสดิ์ ศรีสุวรรณดี,9,ชาย,61 - 70 ปี,ปริญญาโท,ข้าราชการบำนาญ
เชียงใหม่,นายสวิง ตันอุด,12,ชาย,51 - 60 ปี,ปริญญาตรี,อาชีพอิสระ / รับจ้าง
เชียงใหม่,นายสุมิตร์ สุยะ,14,ชาย,40 - 50 ปี,ปริญญาตรี,นักกฎหมาย
เชียงใหม่,นายอำนาจ กรุณา,17,ชาย,40 - 50 ปี,ปริญญาตรี,ธุรกิจส่วนตัว / ค้าขาย
เชียงใหม่,นายเอกพจน์ จันทรจรัส,13,ชาย,40 - 50 ปี,ปริญญาตรี,นักกฎหมาย
เชียงใหม่,ม.ร.ว.เจริญสุข สุขสวัสดิ์,7,ชาย,61 - 70 ปี,ปริญญาตรี,นักกฎหมาย
ตรัง,นายชวลา สัมพันธรัตน์,2,ชาย,51 - 60 ปี,ปริญญาตรี,แพทย์
ตรัง,นายนฤทธิ์ พงศ์จรัสเกษม,4,ชาย,51 - 60 ปี,ปริญญาโท,เกษตรกร
ตรัง,นายเรวัตตะ ฮุนพงษ์สิมานนท์,1,ชาย,61 - 70 ปี,ปริญญาตรี,ธุรกิจส่วนตัว / ค้าขาย
ตรัง,นายวิเชียร คันฉ่อง,3,ชาย,61 - 70 ปี,ปริญญาตรี,เกษตรกร
ตราด,นายชุมพล เลิศรัฐการ,3,ชาย,51 - 60 ปี,ปริญญาโท,ข้าราชการบำนาญ
ตราด,นายสุพจน์ เลียดประถม,4,ชาย,40 - 50 ปี,ปริญญาโท,ธุรกิจส่วนตัว / ค้าขาย
ตราด,นายสุพัฒน์ จันทสุข,2,ชาย,51 - 60 ปี,ปริญญาตรี,นักกฎหมาย
ตราด,นายเอนก ทองย้อย,1,ชาย,40 - 50 ปี,ปริญญาตรี,นักกฎหมาย
ตาก,นายจักรี เพ็ญนิเวศน์สุข,5,ชาย,61 - 70 ปี,ปริญญาโท,ข้าราชการบำนาญ
ตาก,นายฉัตรชัย สร้อยสังวาลย์,4,ชาย,61 - 70 ปี,ปริญญาตรี,ข้าราชการบำนาญ
ตาก,นายชรินทร์ หาญสืบสาย,3,ชาย,61 - 70 ปี,ปริญญาโท,ข้าราชการบำนาญ
ตาก,นายวีระ จุฑาคุปต์,2,ชาย,51 - 60 ปี,ปริญญาตรี,นักกฎหมาย
ตาก,พ.ต.ท.จำลอง โสมาศรี,1,ชาย,61 - 70 ปี,ปริญญาโท,ข้าราชการบำนาญ
นครนายก,นายธวัชชัย บุญมา,3,ชาย,40 - 50 ปี,ปริญญาตรี,ธุรกิจส่วนตัว / ค้าขาย
นครนายก,นายธีรภัทร งามสอาด,4,ชาย,51 - 60 ปี,ปริญญาตรี,ธุรกิจส่วนตัว / ค้าขาย
นครนายก,นายบุญส่ง วรวัฒน์,2,ชาย,61 - 70 ปี,ปริญญาโท,ข้าราชการบำนาญ
นครนายก,นายพงษ์เดช วิบูลย์ธนสาร,1,ชาย,51 - 60 ปี,ปริญญาโท,ธุรกิจส่วนตัว / ค้าขาย
นครนายก,นายมนัส สมจิตร,5,ชาย,61 - 70 ปี,ปริญญาตรี,ข้าราชการบำนาญ
นครปฐม,นางอนงค์นารถ อัครสิทธิศักดิ์,8,หญิง,51 - 60 ปี,ปริญญาตรี,นักกฎหมาย
นครปฐม,นายจักรี วรณะรัตน์,5,ชาย,51 - 60 ปี,ปริญญาตรี,นักกฎหมาย
นครปฐม,นายธนาวัติ เขียวรุ้งเพชร,1,ชาย,40 - 50 ปี,ปริญญาตรี,นักกฎหมาย
นครปฐม,นายสถิตย์ ทวีนุช,3,ชาย,51 - 60 ปี,ปริญญาตรี,ธุรกิจส่วนตัว / ค้าขาย
นครปฐม,นายสมชาติ พรรณพัฒน์,2,ชาย,61 - 70 ปี,ปริญญาตรี,ธุรกิจส่วนตัว / ค้าขาย
นครปฐม,นายสรรเสริญ หมายสวัสดิ์,6,ชาย,40 - 50 ปี,ปริญญาตรี,นักกฎหมาย
นครปฐม,นายอภิวิชญ์ จินต์จันทรวงศ์,4,ชาย,40 - 50 ปี,ปริญญาตรี,ธุรกิจส่วนตัว / ค้าขาย
นครปฐม,พ.อ.อ.เจน สุทธะพินทุ,7,ชาย,51 - 60 ปี,ปริญญาโท,รัฐวิสาหกิจ
นครพนม,นายวิทยา อินาลา,3,ชาย,40 - 50 ปี,ปริญญาโท,ธุรกิจส่วนตัว / ค้าขาย
นครพนม,นายสุนทร จัตุชัย,2,ชาย,61 - 70 ปี,ปริญญาโท,ข้าราชการบำนาญ
นครพนม,พ.ต.อ.พัชรินทร์ ณ นครพนม,1,ชาย,61 - 70 ปี,ปริญญาโท,ที่ปรึกษา
นครราชสีมา,นายณรงค์ อ่อนขาว,5,ชาย,61 - 70 ปี,ปริญญาตรี,ข้าราชการบำนาญ
นครราชสีมา,นายธราดล รวยเลิศสกุล,4,ชาย,40 - 50 ปี,ปริญญาตรี,ธุรกิจส่วนตัว / ค้าขาย
นครราชสีมา,นายวัฒนา เพ็ญเจริญ,3,ชาย,40 - 50 ปี,ปริญญาโท,นักกฎหมาย
นครราชสีมา,นายสุทธิชัย ลินดาวรรณ,7,ชาย,40 - 50 ปี,ปริญญาโท,ข้าราชการประจำ
นครราชสีมา,นายสุเมธ ศรีพงษ์,1,ชาย,61 - 70 ปี,ปริญญาโท,ข้าราชการบำนาญ
นครราชสีมา,นายอนุวัฒน์ คณาจันทร์,2,ชาย,51 - 60 ปี,ปริญญาตรี,ข้าราชการประจำ
นครราชสีมา,พ.ต.วิยน ไตรยะวงศ์,6,ชาย,51 - 60 ปี,ปริญญาโท,ข้าราชการประจำ
นครศรีธรรมราช,นายตรีพล เจาะจิตต์,1,ชาย,61 - 70 ปี,ปริญญาโท,นักวิชาการ / ครู / อาจารย์
นครศรีธรรมราช,นายพศิน ชำนาญกิจ,3,ชาย,40 - 50 ปี,ปริญญาโท,อาชีพอื่นๆ
นครศรีธรรมราช,นายสวัสดิ์ แกล้วทนงค์,4,ชาย,61 - 70 ปี,ปริญญาโท,ข้าราชการบำนาญ
นครศรีธรรมราช,นายสิริวัฒน์ ไกรสินธุ์,2,ชาย,40 - 50 ปี,ปริญญาตรี,อาชีพอื่นๆ
นครสวรรค์,นางนิรัตน์ คงวราคม,5,หญิง,51 - 60 ปี,ปริญญาตรี,ธุรกิจส่วนตัว / ค้าขาย
นครสวรรค์,นางอรพินท์ มั่นศิลป์,1,หญิง,51 - 60 ปี,ปริญญาตรี,ธุรกิจส่วนตัว / ค้าขาย
นครสวรรค์,นายชัยวุฒิ หวังซื่อกุล,4,ชาย,51 - 60 ปี,ปริญญาตรี,ธุรกิจส่วนตัว / ค้าขาย
นครสวรรค์,นายธรรมรัฐ เนียมณรงค์,2,ชาย,51 - 60 ปี,ปริญญาตรี,นักกฎหมาย
นครสวรรค์,นายประสิทธิ์ อร่ามมนทิราลัย,10,ชาย,40 - 50 ปี,ปริญญาตรี,นักกฎหมาย
นครสวรรค์,นายพลเดช เร่งเจริญธรรม,3,ชาย,51 - 60 ปี,ปริญญาโท,ธุรกิจส่วนตัว / ค้าขาย
นครสวรรค์,นายเพิ่มศักดิ์ ศรวณีย์,8,ชาย,40 - 50 ปี,ปริญญาตรี,ธุรกิจส่วนตัว / ค้าขาย
นครสวรรค์,นายลมูล บุญมณี,11,ชาย,61 - 70 ปี,ปริญญาโท,ข้าราชการบำนาญ
นครสวรรค์,นายละมูล ชัยโย,6,ชาย,51 - 60 ปี,ปริญญาตรี,อาชีพอิสระ / รับจ้าง
นครสวรรค์,นายสนิท พรมศร,9,ชาย,51 - 60 ปี,ปริญญาโท,นักกฎหมาย
นครสวรรค์,ร.อ.จักรวาล ตั้งภากรณ์,7,ชาย,40 - 50 ปี,ปริญญาตรี,ธุรกิจส่วนตัว / ค้าขาย
นนทบุรี,ดร.ยวด แก้วแดง,4,ชาย,มากกว่า 70 ปี,ปริญญาเอก,ข้าราชการบำนาญ
นนทบุรี,นางสุวลี แสงแก่นเพ็ชร์,5,หญิง,40 - 50 ปี,ปริญญาตรี,อาชีพอิสระ / รับจ้าง
นนทบุรี,นายกิตติชัย ปฏิภาณประเสริฐ,3,ชาย,51 - 60 ปี,ปริญญาโท,วิชาชีพอิสระ
นนทบุรี,นายดิเรก ถึงฝั่ง,1,ชาย,61 - 70 ปี,ปริญญาเอก,ข้าราชการบำนาญ
นนทบุรี,นายปรีชา ทัพพะกุล ณ อยุธยา,6,ชาย,61 - 70 ปี,ปริญญาตรี,ข้าราชการบำนาญ
นนทบุรี,นายภุชงค์ น้อยสง่า,7,ชาย,61 - 70 ปี,ปริญญาโท,อาชีพอิสระ / รับจ้าง
นนทบุรี,ผ.ศ.ชาลี โกมลสุทธิ์,2,ชาย,51 - 60 ปี,ปริญญาโท,นักวิชาการ / ครู / อาจารย์
นราธิวาส,นายมูหามะรอสดี บอตอ,2,ชาย,40 - 50 ปี,ปริญญาตรี,ธุรกิจส่วนตัว / ค้าขาย
นราธิวาส,นายแวดือราแม แวดาโอะ,1,ชาย,51 - 60 ปี,ปริญญาตรี,แพทย์
น่าน,นายโกศล ศิริรัตน์พิริยะ,3,ชาย,40 - 50 ปี,ปริญญาโท,ธุรกิจส่วนตัว / ค้าขาย
น่าน,นายธงชัย สว่างวงษ์,6,ชาย,40 - 50 ปี,ปริญญาตรี,วิชาชีพอิสระ
น่าน,นายระวี จิรเดชากุล,4,ชาย,61 - 70 ปี,ปริญญาโท,ข้าราชการบำนาญ
น่าน,นายรังสรรค์ ชัยแก้ว,7,ชาย,61 - 70 ปี,ปริญญาโท,ข้าราชการบำนาญ
น่าน,นายรังสรรค์ สูงสว่าง,2,ชาย,61 - 70 ปี,ปริญญาตรี,เกษตรกร
น่าน,นายสมชาย พันธุ์แก้ว,8,ชาย,51 - 60 ปี,ปริญญาโท,ข้าราชการบำนาญ
น่าน,นายโสภณ ศรีมาเหล็ก,1,ชาย,40 - 50 ปี,ปริญญาตรี,อาชีพอื่นๆ
น่าน,นายอนนต์ ตันตระกูล,5,ชาย,40 - 50 ปี,ปริญญาตรี,ธุรกิจส่วนตัว / ค้าขาย
