ผลคะแนนการเลือกตั้งสมาชิกสภาวุฒิสภา,Unnamed: 1,Unnamed: 2,Unnamed: 3
พระนครศรีอยุธยา,นายคณิพงษ์ แขวัฒนะ,3,"64,995"
พระนครศรีอยุธยา,พลตำรวจโทไพฑูรย์ ชูชัยยะ,4,"42,074"
พะเยา,นายไพรัตน์ ตันบรรจง,1,"76,395"
พะเยา,นายเสถียร เชื้อประเสริฐศักดิ์,2,"101,632"
พังงา,นายกระจ่าง เพชรบูรณ์,1,"7,251"
พังงา,นายเนรมิตร มีเพียร,2,"9,830"
พังงา,นายอารักษ์ บุณยัษเฐียร,3,"3,089"
พังงา,นายวระชาติ ทนังผล,4,"49,684"
พังงา,นายวาณิช วัฒนกิจ,5,746
พัทลุง,นายประภาศ ปานเจี้ยง,1,"8,880"
พัทลุง,นายอภินันท์ ชูดำ,2,"16,858"
พัทลุง,นายทวี ภูมิสิงหราช,3,"115,940"
พัทลุง,พันตำรวจเอกจรงค์ ภักดีวานิช,4,"6,276"
พัทลุง,นางวรวรรณี บุญนวล,5,"4,338"
พัทลุง,นายสานันท์ สุพรรณชนะบุรี,6,"17,637"
พิจิตร,นายกิตติ์ธเนศ โภคินบุญญารัศมิ์,1,"46,192"
พิจิตร,นายวิชัย ด่านรุ่งโรจน์,2,"81,488"
พิจิตร,นายมาโนช นิลนาก,3,"3,134"
พิจิตร,นายสุรสิทธิ์ ฉัตรชัยเดช,4,"15,057"
พิจิตร,นางสาววารุณี ด่านรุ่งโรจน์,5,"3,248"
พิจิตร,นายสมเกียรติ ศรีม่วง,6,"1,399"
พิษณุโลก,นายสุรินทร์ ฐิติปุญญา,1,"150,844"
พิษณุโลก,นางเปรมฤดี ชามพูนท,2,"81,925"
พิษณุโลก,นายฐิติพงษ์ชาญ ทรัพย์เพิ่มพูนทวี,3,"5,253"
พิษณุโลก,นายสันติ ศิริสินเลิศ,4,"4,702"
พิษณุโลก,นายยอด นาคหวัง,6,"6,688"
พิษณุโลก,นายนิธิทนันท์ ก้าวศรีสุริยะธาดา,7,"7,408"
พิษณุโลก,นายสำเริง สุขรุ่งเรือง,8,850
พิษณุโลก,นายเศรษฐา สุทธิหล่อ,9,"1,746"
เพชรบุรี,นายมนู อุดมเวช,1,"9,611"
เพชรบุรี,พลอากาศโทชนนนาถ เทพลิบ,2,"11,799"
เพชรบุรี,นางลักขณา สุภาแพ่ง,3,"51,280"
เพชรบุรี,นายสุชาติ อุสาหะ,4,"68,763"
เพชรบุรี,นายชวน มินศิริ,5,"4,225"
เพชรบุรี,นางสาวนฤมล สุตะวิริยะวัฒน์,6,"21,027"
เพชรบุรี,นายหัสพันธ์ เสมเถื่อน,7,"1,629"
เพชรบุรี,นายปภังกร จรรยงค์,8,"3,636"
เพชรบูรณ์,นายพิพัฒน์ชัย ภัครัชตานนท์,1,"128,137"
เพชรบูรณ์,นายณรักษ์ มณีราช,2,"12,344"
เพชรบูรณ์,นายวีรศักดิ์ เหล่าบุตรสา,3,"8,316"
เพชรบูรณ์,นายณรงค์ จันทร์เชื้อ,4,"24,291"
เพชรบูรณ์,นายเสถียร เม่นบางผึ้ง,5,"60,062"
เพชรบูรณ์,นายชาติชาย สาลีผล,7,"3,527"
แพร่,ดาบตำรวจบุหลัน ราษฎร์คำพรรณ์,1,"97,367"
แพร่,นายสามขวัญ พนมขวัญ,2,"52,879"
แพร่,นายบุญทอง ปัญญาสว่างจิตร,3,"19,006"
แพร่,นายดอนเมืองแพร่ หริ่มรักษาทรัพย์,4,"20,816"
ภูเก็ต,นายบำรุง รุ่งเรือง,1,"2,398"
ภูเก็ต,นายชัยยศ ปัญญาไวย,2,"19,262"
ภูเก็ต,นายทรงวุฒิ หงษ์หยก,3,"8,876"
ภูเก็ต,นายชัยเยนทร์ เมืองแมน,4,"6,568"
ภูเก็ต,นายมาโนช พันธ์ฉลาด,5,"6,907"
ภูเก็ต,นายเชิดชัย วงศ์เสรี,6,"10,365"
ภูเก็ต,นายเชิดชู แซ่เอี๋ยว,7,"4,630"
ภูเก็ต,นายแนบ สินทอง,8,"4,769"
มหาสารคาม,นายศรีเมือง เจริญศิริ,1,"188,401"
มหาสารคาม,นายรังสรรค์ เพียรอดวงษ์,2,"70,256"
มหาสารคาม,นายวิทยา มะเสนา,3,"58,049"
มุกดาหาร,นายเจษฎาพล คำภูษา,1,"20,273"
มุกดาหาร,นายนรัชชา ศรีเจริญ,2,"11,661"
มุกดาหาร,นายวิริยะ ทองผา,3,"48,788"
มุกดาหาร,นายประจักร เทพศรีหา,4,"3,292"
มุกดาหาร,นายอนุสรณ์ ตั้งปณิธานนท์,5,"30,205"
มุกดาหาร,นายโมช แก่นงาม,6,"5,510"
แม่ฮ่องสอน,นายจำลอง รุ่งเรือง,1,"35,702"
แม่ฮ่องสอน,นายสุรพล สันติโชตินันท์,2,"35,775"
แม่ฮ่องสอน,นายสุเทพ นุชทรวง,3,"2,888"
แม่ฮ่องสอน,พลอากาศเอกยุทธนา สุกุมลจันทร์,4,"14,726"
แม่ฮ่องสอน,นายนพดล ปัญญา,5,878
แม่ฮ่องสอน,ว่าที่ ร้อยตรีโชติปฐมพนต ธีรพล สังข์ภิรมย์,6,593
ยโสธร,นายวิฑูรย์ วงษ์ไกร,1,"92,289"
ยโสธร,นางประยูร เหล่าสายเชื้อ,2,"111,751"
ยโสธร,นายศราวุธ พาลพล,4,"3,401"
ยะลา,นายอับดุลเล๊าะ อาเย๊าะแซ,1,"24,587"
ยะลา,นายจิรภัฏ ฤกษ์มณีรัตน์,2,"19,766"
ยะลา,นายอับดุลอายี สาแม็ง,3,"69,925"
ร้อยเอ็ด,นางจิรภา ธีระกนก,2,"78,028"
ร้อยเอ็ด,นางสุภาพ ติณรัตน์,3,"72,964"
ร้อยเอ็ด,นายสมเกียรติ พื้นแสน,4,"160,474"
ร้อยเอ็ด,นายวรชาติ กองเมธี,5,"5,626"
ร้อยเอ็ด,นายนิรันดร์ คลังบุญวาสน์,7,"4,117"
ร้อยเอ็ด,นายวิรัตน์ นาเมืองรักษ์,8,"65,662"
ร้อยเอ็ด,นายธนบรรณ น้ำกระจาย,9,"10,104"
ร้อยเอ็ด,นายจาตุรันต์ แก่นวงษ์คำ,10,"8,694"
ร้อยเอ็ด,ว่าที่ พันตรีสามารถ แท่นประยุทธ,11,"2,870"
ระนอง,นายศักดา ศรีวิริยะไพบูลย์,1,"18,194"
ระนอง,นายนิรุตติ สุทธินนท์,2,"7,801"
ระนอง,นายไชยันต์ ปฏิยุทธ,3,"1,440"
ระนอง,นายคำนึง โสตถิอุดม,4,"8,162"
ระนอง,นายสิทธิชัย รักชู,5,"2,455"
ระยอง,นายนิคม อ่อนละมัย,1,"6,778"
ระยอง,นายพฤกษ์ พลายเวช,2,"3,120"
ระยอง,นายสุรชัย ปิตุเตชะ,3,"60,925"
ระยอง,ว่าที่ ร้อยโทสรสุชาติ บุญปลื้ม,4,"4,711"
ระยอง,นาวาโทภานุพงศ์ จิตดล,5,"14,573"
ระยอง,นายรฐชาย ยอดมาลัย,6,"2,702"
ระยอง,นายภีมเดช อมรสุคนธ์,7,"9,744"
ราชบุรี,นางเพียงเพ็ญ ศักดิ์สมบูรณ์,1,"78,537"
ราชบุรี,นายสมบัติ เรืองกฤษ,2,"19,786"
ราชบุรี,นายอุดม ฐิตวัฒนะสกุล,3,"9,137"
ราชบุรี,นายนิมิต จันทน์วิมล,4,"19,984"
ราชบุรี,นายสุทน ขำเจริญ,5,"47,817"
ราชบุรี,ว่าที่ ร้อยเอกอำนาจ ขำวิเศษ,6,"2,283"
ราชบุรี,นายพิทยา อังกูรจารุชัย,7,"9,283"
ราชบุรี,นายกฤตธน สุนทรสเจริญ,8,"2,683"
ลพบุรี,นางประไพพิศ วงษ์สุวรรณ์,1,"52,849"
ลพบุรี,นายประยุทธ คงเฉลิมวัฒน์,2,"7,092"
ลพบุรี,นายสุรชัย ศรีแสงอ่อน,3,"10,875"
ลพบุรี,นายประทวน สุทธิอำนวยเดช,4,"59,396"
ลพบุรี,นางปวีณา อุ้ยลี,5,"28,124"
ลพบุรี,นายเอกราช กำเนิดสุข,6,"7,568"
ลพบุรี,นางสาวศรีรัตน์ ฤกษ์พิชัย,8,"5,535"
ลพบุรี,นายชัยรัตน์ มาตยานุมัตย์,9,"6,291"
ลพบุรี,ดาบตำรวจลออ สดเอี่ยม,10,"5,906"
ลพบุรี,นายประทีป ตรีวาสน์,11,"1,492"
ลำปาง,นายวราวุฒิ หน่อคำ,1,"138,992"
ลำปาง,นายอำนวย เงินกระแชง,2,"8,414"
ลำปาง,นายธนชัย พงษ์โสภาวิจิตร,3,"7,092"
ลำปาง,นายบุญชู ตรีทอง,4,"106,755"
ลำปาง,ดาบตำรวจกิจชนะชัย ปะละ,5,"22,038"
ลำพูน,นายสมคิด ปัญญาแก้ว,1,"19,885"
ลำพูน,นายตรี ด่านไพบูลย์,2,"69,367"
ลำพูน,นายดิเรก ก้อนกลีบ,3,"63,567"
ลำพูน,นายนพพร นิลณรงค์,4,"12,311"
ลำพูน,นางกฤษฎาภรณ์ รุจิธำรงกุล,5,"9,311"
เลย,นายทนง สุวรรณสิงห์,1,"21,399"
เลย,นายสมศักดิ์ ขจรเฉลิมศักดิ์,2,"140,499"
เลย,นายสุเครื่อง บุรินทร์กุล,3,"60,998"
เลย,นายภิชา ผลเรือง,4,"3,831"
เลย,นายเสถียรพงศ์ บารมี ธรรมสรณกุล,5,"3,001"
เลย,นายนิพนธ์ โกษาจันทร์,6,"1,139"
เลย,นายกฤษณ์ ฤทธิ์มนตรี,7,"11,899"
เลย,พันเอกกาจพสุ เพชรสงคราม,8,"3,529"
ศรีสะเกษ,นางสาววิลดา อินฉัตร,1,"270,421"
ศรีสะเกษ,นายชัยธัช มานะศรีสุริยัน,2,"20,873"
ศรีสะเกษ,นายสมภพ มั่นคง,5,"153,705"
ศรีสะเกษ,นายวนิชย์ ฤทธิ์เดช,6,"14,340"
สกลนคร,นายรองสมจิตร การุญ,1,"14,225"
สกลนคร,นายประจักษ์ พรหมโคตรวงศ์,2,"7,769"
สกลนคร,นางสาวมาลินี จรูญธรรม,3,"7,083"
สกลนคร,นายเพิ่มศักดิ์ จันทร์แดง,4,"21,377"
สกลนคร,นายสัลวิทย์ นามโคตร,5,"96,921"
สกลนคร,นายดำเกิง วงศ์กาฬสินธุ์,6,"130,830"
สกลนคร,สิบเอกหญิงวรางคณา สุตตะมา,7,"14,760"
สกลนคร,นางภัทราวดี เอี่ยมประเสริฐ,8,"8,458"
สกลนคร,นายไพจิตร กุลตั้งวัฒนา,9,"50,833"
สงขลา,นายอนุมัติ อาหมัด,1,"133,503"
สงขลา,นายยศศักดิ์ โกไศยกานนท์,2,"26,500"
สงขลา,นายอมรเทพ วัชรอดิศัย,3,"4,275"
สงขลา,นายมานะ ศรีพิทักษ์,4,"25,621"
สงขลา,นายสมยศ โชติเกษมศรี,5,"7,820"
สงขลา,นางรัชนีพร รัตนถาวร,6,"5,272"
สงขลา,นายสุนันท์ เทพศรี,7,"83,082"
สตูล,นายณฤเบศวร์ โอภาโส,1,"7,330"
สตูล,นายอิบรอเหม อาดำ,2,"24,861"
สตูล,นายไพศาล หลีเส็น,3,"14,484"
สตูล,นายอัครินทร์ เลิศกิจชัยศิริ,4,"3,266"
สตูล,พันตำรวจโทสุริยา บาราสัน,5,"8,696"
สตูล,นายฮารูณ พูนสิน,6,"2,954"
สมุทรปราการ,นายดุสิต พันธุ์เสือ,1,"8,631"
สมุทรปราการ,นางสาลี่ คีตะนิธินันท์,2,"69,701"
สมุทรปราการ,นายประสันต์ ศีลพิพัฒน์,3,"8,274"
สมุทรปราการ,นายนิพนธ์ ผดุงศิลป์ไพโรจน์,4,"5,901"
สมุทรปราการ,นายพงษ์ศักดิ์ พัฒนศักดิ์ภิญโญ,5,"19,677"
สมุทรปราการ,นายสมฤทธิ์ ฐิติเจริญชัย,6,"1,904"
สมุทรปราการ,นายสมบัติ คุ้มภู,8,"13,472"
สมุทรปราการ,นางสาววราภรณ์ อัศวเหม,9,"146,638"
สมุทรปราการ,นางสุวรรณี บวรศุภกิจกุล,10,"2,320"
สมุทรปราการ,นายณัฏฐกิตติ์ พลประสิทธิ์,11,"1,657"
สมุทรปราการ,นายจัตุรงค์ เสริมสุข,12,"9,084"
สมุทรสงคราม,นายธนวุฒิ โมทย์วารีศรี,1,"13,078"
สมุทรสงคราม,พลเอกดำรงค์ ศรีประเสริฐ,2,"1,896"
สมุทรสงคราม,นายสัมพันธ์ พงษ์พรรณากูล,3,"5,407"
สมุทรสงคราม,นางสาวบุญยืน ศิริธรรม,4,"22,933"
สมุทรสงคราม,นายณรงค์ เวชการ,5,"1,795"
สมุทรสงคราม,ร้อยตำรวจตรีศิลป์ชัย บุญเจริญ,6,"3,868"
สมุทรสงคราม,นายอภิชาติ กิตติศักดิ์นาวิน,7,"5,348"
สมุทรสงคราม,นางมาลัย ลิปิสุนทร,8,"3,756"
สมุทรสงคราม,พันโทวิทยา รุ่งกระจ่าง,9,291
สมุทรสาคร,นายสุนทร วัฒนาพร,1,"62,191"
สมุทรสาคร,นายเกรียงศักดิ์ แสงสว่าง,2,"13,164"
สมุทรสาคร,พันตรีธนพงษ์ จันทร์ทอง,4,"8,867"
สมุทรสาคร,นางสาวเอ็นดู ชอบชื่น,5,"2,500"
สระแก้ว,นายประพันธ์ บัวศรี,1,"31,623"
สระแก้ว,นางดวงพร เทียนทอง,2,"123,462"
สระบุรี,นายอำนวย ปิ่นพิลา,1,"17,332"
สระบุรี,นายบุญส่ง เกิดหลำ,2,"87,324"
